"STATION","NAME","DATE","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","FZF0","FZF1","FZF2","FZF3","FZF4","FZF5","FZF6","FZF7","FZF8","FZF9","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN"
"USC00252065","CULBERTSON, NE US","1991","575.2","575.2","        84","        43","       29","        16","         3","       168","        21","       164","        43","-21.1","152","102.0","46.0","40.6","-1.1","-6.1","-6.1","-8.9","-8.9","0.0","-2.2","-4.4","-9.4","-9.4","3297.5","3297.5","572.0","670.0","10.9","18.6","3.1"
"USC00252065","CULBERTSON, NE US","1992","293.9","293.9","        86","        54","       38","        11","         2","       161","        21","       165","        24","-18.3","127","152.0","52.1","36.1","0.0","-6.1","-6.1","-10.0","-10.0","0.0","-2.2","-8.9","-8.9","-8.9","3171.5","3171.5","628.7","699.0","9.9","17.4","2.5"
"USC00252065","CULBERTSON, NE US","1993","359.1","359.1","       113","        66",,"        17","        13","       171","        48","       150","        24","-23.9",,"254.0","39.9","36.7","0.0","-4.4","-4.4","-11.1","-11.1","0.0","-5.0","-5.0","-7.2","-12.8","3969.1","3969.1","672.7","1333.0","8.6","15.7","1.5"
"USC00252065","CULBERTSON, NE US","1994","566.2","566.2","        82","        43","       57","        19","         7","       166","        31","       179","        56","-23.3","203","178.0","46.7","40.0","0.0","-4.4","-4.4","-6.7","-17.8","-1.7","-2.2","-10.0","-10.0","-10.0","3531.7","3531.7","586.0","1615.0","10.7","18.7","2.7"
"USC00252065","CULBERTSON, NE US","1995","552.2","552.2","        93","        48","       36","        11","        13","       172","        32","       156","        58","-24.4","152","152.0","43.4","41.7","0.0","-2.8","-5.6","-7.2","-11.7","-3.3","-3.3","-5.6","-13.9","-13.9","3412.8","3412.8","554.3","1092.0","10.1","18.1","2.1"
"USC00252065","CULBERTSON, NE US","1996","505.3","505.3","        94","        49","       16","         8","        24","       179","        38","       162","        26","-24.4","51","51.0","49.8","37.2","0.0","-3.9","-4.4","-6.7","-11.7","0.0","-3.3","-5.0","-7.2","-8.9","3639.3","3639.3","714.8","325.0","9.5","17.3","1.7"
"USC00252065","CULBERTSON, NE US","1997","546.4","546.4","        81","        44","       34","        11","        11","       169","        32","       163","        52","-24.4","152","178.0","48.3","39.4","0.0","-4.4","-4.4","-9.4","-9.4","-0.6","-3.3","-10.0","-10.0","-10.0","3621.7","3621.7","528.4","1030.0","10.2","18.1","2.3"
"USC00252065","CULBERTSON, NE US","1998","639.3","639.3","        88","        38",,"         7","         7","       159","        23","       170","        64","-27.2",,"119.0","32.0","42.2","-0.6","-2.2","-6.1","-6.7","-12.8","0.0","-2.2","-6.7","-6.7","-11.1","3349.3","3349.3","393.9","431.0","11.2","19.0","3.5"
"USC00252065","CULBERTSON, NE US","1999","485.6","485.6","        68","        35","       14","         8","         3","       181","         8","       173","        42","-22.2","178","203.0","48.8","38.3","-0.6","-4.4","-4.4","-9.4","-9.4","0.0","-2.8","-6.1","-12.2","-12.2","3118.6","3118.6","505.7","545.0","11.1","19.6","2.7"
"USC00252065","CULBERTSON, NE US","2000","673.9","673.9","        80","        42",,"         7","         7","       167","        29","       179","        78","-20.0",,"305.0","64.0","41.1","-0.6","-2.2","-8.9","-8.9","-8.9","-3.3","-3.3","-4.4","-6.7","-10.0","3069.5","3069.5","500.7","779.0","10.8","19.2","2.4"
"USC00252065","CULBERTSON, NE US","2001","681.0","681.0","        82","        46","       38","        12","         0","       156","        26","       168","        72","-16.7","127","152.0","42.7","41.7","-1.1","-2.2","-4.4","-6.7","-10.6","-1.1","-5.0","-5.0","-7.2","-9.4","3595.8","3595.8","554.0","808.0","11.3","19.2","3.3"
"USC00252065","CULBERTSON, NE US","2002","745.1","745.1","        64","        26","       22","        10","         4","       175","        25","       170","        71","-25.0","229","127.0","56.1","41.7","-3.3","-3.3","-5.0","-7.8","-9.4","-1.1","-5.0","-5.0","-10.6","-10.6","3255.7","3255.7","312.9","712.0","10.9","19.4","2.4"
"USC00252065","CULBERTSON, NE US","2003","603.3","603.3","        68","        38","       28","         9","         7","       154","        25","       177","        60","-22.8","127","127.0","61.7","42.2","0.0","-6.7","-6.7","-6.7","-12.2","0.0","-2.8","-6.7","-6.7","-9.4","3383.4","3383.4","533.4","551.0","10.9","19.2","2.6"
"USC00252065","CULBERTSON, NE US","2004","473.9","473.9","        95","        52",,"         9","        12","       157","        23","       170","        46","-27.2",,"127.0","68.8","39.4","-2.8","-2.8","-8.3","-8.3","-17.8","-1.1","-7.8","-7.8","-7.8","-10.0","3219.3","3219.3","727.8","675.0","10.9","19.0","2.8"
"USC00252065","CULBERTSON, NE US","2005",,,"        67","        43",,"         2",,,"        31","       178","        75",,,"114.0","60.5","43.9",,,,,,,,,,,,,"578.4","216.0",,"19.7",
"USC00252065","CULBERTSON, NE US","2006","688.3","688.3","        65","        39","       10","         4","         2","       170","        14","       178","        64","-21.7","356","343.0","56.1","42.8","0.0","-4.4","-4.4","-7.2","-9.4","-5.6","-5.6","-5.6","-10.6","-10.6","2970.3","2970.3","518.5","610.0","11.6","20.3","3.1"
"USC00252065","CULBERTSON, NE US","2007","699.2","699.2","        66","        44",,"         9","        16","       156","        48","       190","        62","-22.2",,"127.0","66.8","41.1","0.0","-2.2","-5.0","-7.8","-9.4","0.0","-2.2","-6.1","-8.9","-8.9","3458.1","3458.1","617.0","765.0","10.7","18.6","2.8"
"USC00252065","CULBERTSON, NE US","2008","479.2","479.2","        66","        43",,"         9","        12","       170","        29","       166","        43","-22.8",,"102.0","76.7","41.1","0.0","-6.1","-6.1","-6.7","-11.1","-1.7","-2.2","-6.7","-6.7","-8.9","3474.6","3474.6","552.4","366.0","10.0","18.2","1.9"
"USC00252065","CULBERTSON, NE US","2009",,,"        85","        58","       30","         9",,,,,,,"178","178.0","88.4",,,,,,,,,,,,,,"856.9","719.0",,,
"USC00252065","CULBERTSON, NE US","2010","638.1","638.1","        64","        39","       21","         6","         4","       168","        26","       171","        61","-22.8","102","102.0","58.4","39.4","0.0","-2.2","-8.3","-8.3","-8.9","0.0","-4.4","-4.4","-6.7","-9.4","3640.3","3640.3","605.3","292.0","10.9","18.9","2.8"
"USC00252065","CULBERTSON, NE US","2011","632.0","632.0","        67","        42","       41","        11","        16","       167","        28","       169","        64","-25.6","203","203.0","52.1","40.6","0.0","-3.3","-4.4","-8.3","-9.4","0.0","-3.9","-8.9","-8.9","-8.9","3411.9","3411.9","608.0","900.0","10.4","18.8","1.9"
"USC00252065","CULBERTSON, NE US","2012","793.1","793.1","        45","        31",,,"         5","       146","        17","       203","        87","-24.4",,,"43.4","44.4","-1.1","-3.9","-4.4","-8.3","-12.2","0.0","-8.3","-8.3","-8.3","-10.6","2899.8","2899.8","338.8",,"12.4","21.8","3.1"
"USC00252065","CULBERTSON, NE US","2013","723.6","723.6","        69","        38",,"        11","        10","       179","        26","       167","        66","-23.3",,"203.0","66.8","41.7","-2.8","-2.8","-5.6","-6.7","-8.9","-3.3","-3.3","-5.0","-6.7","-11.7","3469.7","3469.7","509.0","761.0","10.6","18.7","2.4"
"USC00252065","CULBERTSON, NE US","2014","560.3","560.3","        71","        48","       31","        13","        21","       172","        40","       177","        51","-25.6","203","127.0","52.1","40.0","-0.6","-2.8","-12.2","-12.2","-12.2","0.0","-5.6","-5.6","-7.8","-13.9","3543.2","3543.2","632.3","832.0","10.3","18.7","1.8"
"USC00252065","CULBERTSON, NE US","2015","614.7","614.7","        70","        45","       28","         9","         6","       156","        28","       194","        62","-26.1","152","127.0","72.4","40.0","0.0","-3.3","-4.4","-6.7","-10.0","-1.7","-2.8","-7.8","-7.8","-15.0","3199.3","3199.3","638.2","444.0","11.7","19.8","3.6"
"USC00252065","CULBERTSON, NE US","2016","634.9","634.9","        63","        38","       20","         5","         5","       147","        16","       200","        59","-26.1","330","203.0","63.8","40.6","-0.6","-4.4","-4.4","-8.3","-11.1","-0.6","-2.2","-8.9","-8.9","-8.9","2910.0","2910.0","553.0","444.0","12.0","20.4","3.6"
"USC00252065","CULBERTSON, NE US","2017",,,"        73","        39","       13","         5",,,,,,,"102","102.0","52.1",,,,,,,,,,,,,,"649.6","228.0",,,
"USC00252065","CULBERTSON, NE US","2018","641.2","641.2","        82","        49","       58","        17","        11","       177","        29","       161","        61","-22.2","254","254.0","78.7","40.6","-2.8","-2.8","-6.1","-7.8","-11.1","0.0","-4.4","-4.4","-7.8","-9.4","3445.5","3445.5","723.6","1281.0","10.0","17.8","2.3"
"USC00252065","CULBERTSON, NE US","2019","596.8","596.8","        94","        52","       43","        11","         8","       181","        43","       163","        55","-23.3","178","178.0","41.9","40.6","-0.6","-5.6","-5.6","-7.2","-8.9","0.0","-2.2","-6.1","-8.3","-9.4","3755.0","3755.0","632.9","711.0","9.8","17.6","2.0"
"USC00252065","CULBERTSON, NE US","2020","643.7","643.7","        67","        34","       17","         7","         4","       170","        18","       181","        77","-19.4","127","127.0","48.3","39.4","-0.6","-6.7","-6.7","-6.7","-10.6","0.0","-6.1","-6.1","-8.9","-8.9","3380.6","3380.6","412.7","540.0","11.0","19.7","2.2"
"USC00252065","CULBERTSON, NE US","2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
